rank,location,total_violations,hotspot_score,severity,description
5016,"MCECHS Layout Main Road, Arkavathy Layout 4th Block, Dr. Shivaram Karanth Nagar, Jakkur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560077, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5017,"53rd E Cross Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5018,"MM Lane, Ballapurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5019,"MM Lane, Gollarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5020,"Kodigehalli Road, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5021,"MBT Road, Sri Ram Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5022,"MN Krishnarao Road, Zonasha Saphire, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5023,"60 Feet Road, Sapthagiri, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5024,"60 Feet Road, Bindu Annmol, Amarajyothi Nagar, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5025,"4th Main Road, Mahadevpura Circle, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5026,"Christ School Road, S.G Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5027,"Cambridge Cross Road, Jains Cambridge, Keshwaraj Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5028,"Whitefield Main Road, Goyal Orchid Enclave, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5029,"Westside, Kamaraj Road, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5030,"Wheeler Extension Road, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5031,"Wheeler Road, Sham Mansion Apartment, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5032,"MS Ramaiah Road, Sundar Nagar, Gokula, HMT Ward, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560013, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5033,"4th Main Road, Jayanti Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5034,"60 Feet Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5035,"60 Feet Road, LRK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5036,"4th Main Road, Dasappa Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5037,"Kengeri Main Road, Police Quarters, Stage 1, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5038,"63, Margosa Road, Malleswaram, Malleshwaram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5039,"Kengeri Main Road, Gollarahatti, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5040,"6th Cross Road, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5041,"6th Cross Road, Bilappa Garden, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5042,"Magadi Road, Vidyagiri Residency, Vidyagiri Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5043,"West Chord Road, Nagapura, West of Chord Road Stage 2, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5044,"CMR Road, HRBR Layout Extension, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5045,"Cisco, BGL17 Exit, Cessna Business Park, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5046,"Campbell Road, Xavier Layout, Bengaluru, Karnataka. Pin-560047 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5047,"CT Street, Sri Mahalakshmi Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5048,"CV Raman Circle, CV Raman Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5049,"4th Main Road, Block 3, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5050,"4th Main Road, Block 4, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5051,"4th Cross Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5052,"6th Cross Road, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5053,"6th Cross Road, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5054,"6th A Main Road, Meenakshi Layout, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5055,"Kengeri Main Road, Kengunta, Mallathahalli, Bengaluru, Karnataka. Pin-560056 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5056,"Kengal Hanumanthaiah Road, SilverJubilee Park Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5057,"4th D Cross Road, HRBR Layout Extension, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5058,"11th Main Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5059,"11th Cross Road, Phase 2, Ramesh Nagar, Vimanapura, Bengaluru, Karnataka. Pin-560037 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5060,"CMR Road, Prestige North Point, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5061,"CBI Main Road, HMT Layout, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5062,"Vividus Hotel Bangalore, 3, Kumara Krupa Road, Madhav Nagar, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5063,"Wheeler Road, Shri TRA Thumboo Chetty Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5064,"Mahakavi Kuvempu Road, Ketamaranahalli, Basaveshwaranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5065,"6th Cross Road, Brigade IRV Centre, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5066,"Kempegowda Road, Cubbonpet, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5067,"Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5068,"4th Main Road, AGS Layout, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5069,"6th Cross Road, Kendra Upadhyayara Sangha, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5070,"6th Cross Road, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5071,"6th Cross Road, Krishnamurthy Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5072,"4th Cross Road, VBHCS Layout, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5073,"4th Cross Road, Vajpayee Nagar, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5074,"12th Cross Road, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5075,"12th Cross Road, Ideal Homes Township Circle, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5076,"CMR Road, Chennakeshava Layout, Kacharakanahalli, Bengaluru, Karnataka. Pin-560084 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5077,"C Cross Road, Kempe Gowda HMT Estate, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5078,"Bull Temple Road, Ashrama Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5079,"Chunchaghatta Main Road, Beerappa Garden, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5080,"Chunchaghatta Main Road, Om Shiva Shakthi Nagar, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5081,"4th Cross Road, Vidyamanya Nagar West, Vidyamanya Nagar, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5082,"Makkala Basavanna Temple Street, Ramannapet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5083,"4th Cross Road, Sri Kodanda Rama Swamy Circle, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5084,"4th Cross Road, Patel Channappa Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5085,"Mallappa Reddy Main Road, Rajendra Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5086,"Kempegowda Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5087,"4th Cross Road, Rajiv Gandhi Nagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5088,"4th Cross Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5089,"4th Cross Road, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5090,"4th Cross Road, Malleshwaram Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5091,"Mamulpet Road, Mamulpete, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5092,"Manipal County Road, Paramount Sumadhura Serene, Begur, Bengaluru, Karnataka. Pin-560068 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5093,"6th Cross Road, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5094,"Kattigenahalli Main Road, KVSR Layout, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5095,"Malleshwaram 8th Cross, Sampige Road, Malleswaram, Malleshwaram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5096,"12th Cross Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5097,"Vidyaranyapura Main Road, Block 5, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5098,"College of Nursing - ESIC, 7th Main Road, Appareddipalaya, Indiranagar, Agaram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5099,"Burger King, 706, Modi Hospital Main Road, Indiranagar, Manjunath Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5100,"City Center Library, New Bamboo Bazaar Road, S.K Garden, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560051, India",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5101,"Manipal County Road, Shree Nivas, AECS Block C, Begur, Bengaluru, Karnataka. Pin-560068 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5102,"Market Road, Kallappa Block, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5103,"Kasthuri Nagar Main Road, B Channasandra, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
5104,"6th Cross Road, Rotary Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3,0.07,MEDIUM,High parking violation zone requiring enforcement attention.
