rank,location,total_violations,hotspot_score,severity
5912,"GJM Sai Garden Layout, Kundalahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2,0.05,MEDIUM
5913,"1st Main Road, IG Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",2,0.05,MEDIUM
5914,"1st Main Road, Industrial Area Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",2,0.05,MEDIUM
5915,"Sarjapura Main Road, The Fore, Ambedkar Nagar, Chikkabellandur, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5916,"East Park Road, Kumara Park East, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)",2,0.05,MEDIUM
5917,"Electronics City Flyover, Papanna Reddy Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",2,0.05,MEDIUM
5918,"BB Street, Suraj Junction, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",2,0.05,MEDIUM
5919,"B Cross Road, Police Quarters Binny Mill, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",2,0.05,MEDIUM
5920,"Electronics City Flyover, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)",2,0.05,MEDIUM
5921,"Electronics City Flyover, Total Environment Greensleeves, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",2,0.05,MEDIUM
5922,"1st Main Road, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",2,0.05,MEDIUM
5923,"1st Main Road, Ambedkar Layout, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",2,0.05,MEDIUM
5924,"1st Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",2,0.05,MEDIUM
5925,"1st Main Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2,0.05,MEDIUM
5926,"Siddanna Street, Ramannapet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",2,0.05,MEDIUM
5927,"1st Main Road, Jagajyothi Layout Stage 2, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)",2,0.05,MEDIUM
5928,"G Narayana Kumar Road, Kaigarikanagara, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2,0.05,MEDIUM
5929,"Gandhi Nagar Road, Satko Palm Trees, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",2,0.05,MEDIUM
5930,"1st Main Road, Jakkasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",2,0.05,MEDIUM
5931,"1st Main Road, Jayamahal Extension, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India",2,0.05,MEDIUM
5932,"Sarjapura Road, Doddakannalli, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India",2,0.05,MEDIUM
5933,"Sarjapura Main Road, La Palazzo Residences, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",2,0.05,MEDIUM
5934,"Sarjapura Main Road, Premier Inspira High Point, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5935,"1st Main Road, Jyothika Patak, Shanthivana, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",2,0.05,MEDIUM
5936,"1st Main Road, KGE Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2,0.05,MEDIUM
5937,"1st Main Road, Hosahalli, Adi Chunchanagiri Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",2,0.05,MEDIUM
5938,"Arekere MICO Layout Main Road, SJR Primeco Towers, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",2,0.05,MEDIUM
5939,"Arekere MICO Layout Main Road, Vandana Homes, Govinda Reddy Layout, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",2,0.05,MEDIUM
5940,"Annaiah Reddy Layout Road, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",2,0.05,MEDIUM
5941,"Annapoorneshwari Main Road Junction, Annapoorneshwarinagar Main Road, Annapoorneshwari Nagara, Srigandhakavalu, Srigandada Kaval, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India",2,0.05,MEDIUM
5942,"Anjanapura Main Road, Narayana Nagar, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)",2,0.05,MEDIUM
5943,"Anjanapura Main Road, Tippu Sultan Circle, Avalahalli, Bengaluru, Karnataka. Pin-560062 (India)",2,0.05,MEDIUM
5944,"Sarjapura Main Road, Sattva Spectrum, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5945,"Sarjapura Main Road, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5946,"Sarjapura Main Road, Elements Layout, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5947,"1st Main Road, Kirloskar Layout, Sidedahalli, Bengaluru, Karnataka. Pin-560073 (India)",2,0.05,MEDIUM
5948,"Shivanagar Flyover, Rajajinagar 3rd Block, Rajajinagar, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2,0.05,MEDIUM
5949,"Shri Ramalingeshwara Cave Temple Road, Coconut Development Board, Omkar Nagar, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",2,0.05,MEDIUM
5950,"Shivashankar Road, Someshwarpura, Halasuru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",2,0.05,MEDIUM
5951,"Shivashankara Road, Prestige Hermitage, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",2,0.05,MEDIUM
5952,"Shree Venkateshwara Traders, 712, Modi Hospital Main Road, Kirloskar Colony, Kurubara Halli, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",2,0.05,MEDIUM
5953,"Ejipura Main Road, SMCC Society, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",2,0.05,MEDIUM
5954,"B.V.K. Iyengar Road, Balepet, Chikkapete, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",2,0.05,MEDIUM
5955,"Electronics City Flyover, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",2,0.05,MEDIUM
5956,"Electronics City Flyover, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",2,0.05,MEDIUM
5957,"East Park Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",2,0.05,MEDIUM
5958,"Gangadhar Chetty Road, Sivanchetti Gardens, K Kamaraj Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",2,0.05,MEDIUM
5959,"Shreepuram Main Road, Stage 2, AGB Colony, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)",2,0.05,MEDIUM
5960,"BEL Road, Doddabommasandra, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560013, India",2,0.05,MEDIUM
5961,"BGS Flyover, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",2,0.05,MEDIUM
5962,"BC Industries Estate Lane, Bangalore Corporation Industrial Estate, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2,0.05,MEDIUM
5963,"BDA 80 Feet Road, Habitat Aura, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",2,0.05,MEDIUM
5964,"Eden Park, 21/1, Cunningham Road, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",2,0.05,MEDIUM
5965,"1st Cross Road, Tulasi Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5966,"Siddaiah Road, Vinayaka Nagara, Wilson Garden, Hombegowda Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India",2,0.05,MEDIUM
5967,"1st Cross Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",2,0.05,MEDIUM
5968,"Gangadhar Chetty Road, Yellappa Chetty Layout, K Kamaraj Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",2,0.05,MEDIUM
5969,"Arekere MICO Layout Main Road, Arekere Gate Junction, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",2,0.05,MEDIUM
5970,"Arekere MICO Layout Main Road, Govinda Reddy Layout, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",2,0.05,MEDIUM
5971,"Apollo Pharmacy, 1/1A, Varthur Main Road, Gandhi Circle, Varthur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560087, India",2,0.05,MEDIUM
5972,"Apollo Speciality Hospital, 15th Cross Road, Yediyuru, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560011, India",2,0.05,MEDIUM
5973,"Anepalya Main Road, Tujinder Nagar, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",2,0.05,MEDIUM
5974,"Andrahalli Main Road, Ramaswamy Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",2,0.05,MEDIUM
5975,"Anand Rao Circle, Race Course Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",2,0.05,MEDIUM
5976,"Anand Rao Circle, Sheshadri Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",2,0.05,MEDIUM
5977,"Anna Basavanna Road, DK Subbaiah Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",2,0.05,MEDIUM
5978,"Anna Basavanna Road, Kumara Park West, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",2,0.05,MEDIUM
5979,"Anchekeri Road, Dr Rajkumar Circle, Kengeri, Bengaluru, Karnataka. Pin-560060 (India)",2,0.05,MEDIUM
5980,"Sankey Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",2,0.05,MEDIUM
5981,"1st Main Road, Mount Joy Extension, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)",2,0.05,MEDIUM
5982,"1st Main Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2,0.05,MEDIUM
5983,"Sankey Road, Sri Maramma Temple Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",2,0.05,MEDIUM
5984,"Sarjapura Main Road, Golden Corner Apartment, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",2,0.05,MEDIUM
5985,"Sarjapura Main Road, Keerthi Krishna Viva, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5986,"Sarjapura Main Road, BN Mathrushree Layout, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5987,"Anjaneya Koil Street, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",2,0.05,MEDIUM
5988,"Ganigara A Lane, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",2,0.05,MEDIUM
5989,"Garden Road, ITI Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",2,0.05,MEDIUM
5990,"Sankashta Hara Ganapati Temple, 5th Main Road, Krishnadevaraya ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560104, India",2,0.05,MEDIUM
5991,"Amrutha College Road, Newark Springs, Valliyamma Layout, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",2,0.05,MEDIUM
5992,"Siddalingaiah Circle, Vittal Mallya Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",2,0.05,MEDIUM
5993,"Siddanna Street, Joripet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",2,0.05,MEDIUM
5994,"1st Cross Road, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",2,0.05,MEDIUM
5995,"1st Cross Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",2,0.05,MEDIUM
5996,"EV Lane, Gollarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",2,0.05,MEDIUM
5997,"East Anjaneya Temple Road, Gandhi Bazar, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",2,0.05,MEDIUM
5998,"East Anjaneya Temple Road, Model House, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",2,0.05,MEDIUM
5999,"BM Glorietta Society Road, ELV Kingsland, Dodsworth Layout 1, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2,0.05,MEDIUM
6000,"Siddhartha Road, Siddappa Reddy Circle, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",2,0.05,MEDIUM
6001,"Silk Board Double Decker Flyover, BTM Circle, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",2,0.05,MEDIUM
6002,"Silk Board Double Decker Flyover, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",2,0.05,MEDIUM
6003,"GRT, 96, Varthur Road, Marathahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2,0.05,MEDIUM
6004,"Gangamma Temple Road, Kanshiram Nagar, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",2,0.05,MEDIUM
6005,"Ganganagara 5th Main Road, Vasanthappa Block, Ganga Nagar, Ganganagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",2,0.05,MEDIUM
6006,"1st Main Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)",2,0.05,MEDIUM
6007,"1st Main Road, Narasimhaiah Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)",2,0.05,MEDIUM
6008,"Sai Baba Temple Road, Pavani Ishta, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",2,0.05,MEDIUM
6009,"Sai Ram Hot Chips, Whitefield Main Road, Vinayaka Layout, Hagaduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",2,0.05,MEDIUM
6010,"Saikrupa Hospital For Women's and Surgical Centre, 51/88, 20th Main Road, Marenahalli, Marenahalli West, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",2,0.05,MEDIUM
6011,"Sajjan Rao Road, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",2,0.05,MEDIUM
6012,"Gismat Jail Mandi, Service Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",2,0.05,MEDIUM
6013,"Gattahalli Road, Huskur Anekal Taluka, Bengaluru, Karnataka. Pin-560099 (India)",2,0.05,MEDIUM
6014,"Sampangi Lane, Siddhartha Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",2,0.05,MEDIUM
6015,"1st Main Road, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",2,0.05,MEDIUM
6016,"1st Main Road, New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India",2,0.05,MEDIUM
6017,"1st Main Road, Manasa Layout, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",2,0.05,MEDIUM
6018,"1st Main Road, Maruthi Layout, Gayatri Nagar, Bengaluru, Karnataka. Pin-560021 (India)",2,0.05,MEDIUM
6019,"1st Main Road, Mattadahalli, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",2,0.05,MEDIUM
6020,"Sarjapur Marathahalli Road, Agara Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",2,0.05,MEDIUM
6021,"Sanjay Gandhi Nagar Road, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2,0.05,MEDIUM
6022,"Amma Ashrama Road, Annapurneswari Layout, Stage 2, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",2,0.05,MEDIUM
6023,"Amma Ashrama Road, KV Orchids, Stage 2, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",2,0.05,MEDIUM
6024,"SM Road, Subroto Enclave, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)",2,0.05,MEDIUM
6025,"Sahakar Nagar Road, Phoenix Mall of Asia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",2,0.05,MEDIUM
6026,"1st Main Road, Police Quarters, Chikbasavanapura, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",2,0.05,MEDIUM
6027,"Siddapura, Venkat Reddy Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560069, India",2,0.05,MEDIUM
6028,"1st Cross Road, SP Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2,0.05,MEDIUM
6029,"1st Cross Road, Police Quarters, Bakshi Gardens, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",2,0.05,MEDIUM
6030,"1st Cross Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",2,0.05,MEDIUM
6031,"1st Cross Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",2,0.05,MEDIUM
6032,"BGS Flyover, Mariyamma Layout, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",2,0.05,MEDIUM
6033,"BESCOM Main Road, Corporation Bank Officers Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",2,0.05,MEDIUM
6034,"BESCOM Office, Old Madras Road, Devasandra, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",2,0.05,MEDIUM
6035,"East End B Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",2,0.05,MEDIUM
6036,"E 3rd Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2,0.05,MEDIUM
6037,"E3 Street, Brigade Mayfair Apartment, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",2,0.05,MEDIUM
6038,"Silver Jubilee Park Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",2,0.05,MEDIUM
6039,"1st Cross Road, Postal Officers Quarters, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2,0.05,MEDIUM
6040,"1st Cross Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2,0.05,MEDIUM
6041,"1st Cross Road, NR Colony, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",2,0.05,MEDIUM
6042,"Sir CV Raman Hospital Road, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2,0.05,MEDIUM
6043,"Silver County Road, Iconest 5, DRB Sanidhi Layout, Parappana Agrahara, Bengaluru, Karnataka. Pin-560068 (India)",2,0.05,MEDIUM
6044,"Dr TCM Royan Road, Shivajinagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",2,0.05,MEDIUM
6045,"Dr. Srikanth KP, People Tree Hospitals, Tumkur Road, Goragunte Palya, Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",2,0.05,MEDIUM
6046,"BNG MD 11, Soundarya Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",2,0.05,MEDIUM
6047,"SR Road, Gurappa Garden, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",2,0.05,MEDIUM
6048,"SRS Hitech Diagnostic Laboratory, 736, Hosa Road, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560100, India",2,0.05,MEDIUM
6049,"Sadahalli Gate, Ballari Road, Doddajala, Minakunte Hosuru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562157, India",2,0.05,MEDIUM
6050,"Sadahalli Toll Plaza, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",2,0.05,MEDIUM
6051,"Sadgunte Palya, Chikka Adugodi, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",2,0.05,MEDIUM
6052,"Gaushala Road, Zonasha Frontier, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2,0.05,MEDIUM
6053,"Ameoba Bowling Alley, 3rd Cross Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India",2,0.05,MEDIUM
6054,"BNG MD 212, Phase 2A, After The Rain, Bettahalasur, Bengaluru, Karnataka. Pin-562157 (India)",2,0.05,MEDIUM
6055,"Dr. Rajkumar Road, Ketamaranahalli, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India",2,0.05,MEDIUM
6056,"Dr. Rajkumar Road, Milk Colony, Subrahmanya Nagar, Subramanyanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560055, India",2,0.05,MEDIUM
6057,"Dr. Rajkumar Road, Rajajinagar 4M Block, Rama Mandira, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2,0.05,MEDIUM
6058,"Dr. Rajkumar Road, Rajajinagar 4th Block, Rama Mandira, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2,0.05,MEDIUM
6059,"Sling, Narayan Pillai Street, Commercial Street Shopping Area, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",2,0.05,MEDIUM
6060,"Sir MVIT College Road, Hunsemarrenhalli Junction, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",2,0.05,MEDIUM
6061,"Alur Venkata Rao Road, IMA Circle, Bengaluru, Karnataka. Pin-560018 (India)",2,0.05,MEDIUM
6062,"1st Main Road, Shopper Junction, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2,0.05,MEDIUM
6063,"SH 39, Defence Colony, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",2,0.05,MEDIUM
6064,"1st Main Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2,0.05,MEDIUM
6065,"SM Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",2,0.05,MEDIUM
6066,"General Bipin Rawat Circle, 17th Cross Road, Sector 3, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",2,0.05,MEDIUM
6067,"Goragunte Palya, Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",2,0.05,MEDIUM
6068,"SM Road, Upparpet Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2,0.05,MEDIUM
